,ds,yhat
3933,2023-10-09,52503.20588172187
3934,2023-10-10,54123.688650951684
3935,2023-10-11,54480.69011894224
3936,2023-10-12,54615.37181761371
3937,2023-10-13,54213.550589736136
3938,2023-10-14,49486.29670951748
3939,2023-10-15,47325.273836528366
3940,2023-10-16,54133.47660877346
3941,2023-10-17,55764.43906003879
3942,2023-10-18,56126.72993468626
3943,2023-10-19,56261.85360382909
3944,2023-10-20,55856.089958040604
3945,2023-10-21,51121.10217522338
3946,2023-10-22,48949.28384720581
3947,2023-10-23,55744.500407508734
3948,2023-10-24,57361.29724459978
3949,2023-10-25,57709.38987449975
3950,2023-10-26,57831.554314507106
3951,2023-10-27,57415.45064166696
3952,2023-10-28,52674.2084405666
3953,2023-10-29,50501.74564972991
3954,2023-10-30,57303.47600831177
3955,2023-10-31,58935.47798746977
3956,2023-11-01,59308.94131844398
3957,2023-11-02,59468.0102257542
3958,2023-11-03,59101.55752460189
3959,2023-11-04,54423.71964459494
3960,2023-11-05,52329.16559253837
3961,2023-11-06,59223.75666604891
3962,2023-11-07,60963.67146797692
3963,2023-11-08,61459.81400804116
3964,2023-11-09,61755.62562400385
3965,2023-11-10,61538.83640360625
3966,2023-11-11,57021.98753241568
3967,2023-11-12,55097.69873389925
3968,2023-11-13,62169.3385081828
3969,2023-11-14,64090.17231476337
3970,2023-11-15,64767.806745571936
3971,2023-11-16,65242.05032063756
3972,2023-11-17,65196.726111247066
3973,2023-11-18,60840.26675792092
3974,2023-11-19,59061.06481684091
3975,2023-11-20,66258.23455095041
3976,2023-11-21,68280.85839297596
3977,2023-11-22,69032.53391949614
3978,2023-11-23,69549.33952429966
3979,2023-11-24,69511.75137082032
3980,2023-11-25,65125.33945413653
3981,2023-11-26,63276.21292746184
3982,2023-11-27,70361.86806594144
3983,2023-11-28,72230.50946341947
3984,2023-11-29,72785.65785943106
3985,2023-11-30,73064.16060593784
3986,2023-12-01,72748.13550816335
3987,2023-12-02,68045.67441925214
3988,2023-12-03,65846.27574178901
3989,2023-12-04,72551.65869726565
3990,2023-12-05,74015.02996842834
3991,2023-12-06,74145.61665883
3992,2023-12-07,73986.5826654721
3993,2023-12-08,73226.86081307163
